datetime,new_ln,ln_rice,ln_soup,ln_main,ln_eater,workers,real-in-worker,biztrip,overtime,remote-work,temperature,rain,wind,humidity,discomfort_index,perceived-temperature,month,date,weekdays,season,near-holiday
2016-03-04,N,밥,부대찌개,가자미튀김,837,2624,2294,247,79,0,8.2,36.1,0.8,88.4,47.477112,10.382348262145523,3,4,금,봄,0
2016-03-07,N,밥,콩나물국,닭갈비,1326,2624,2379,195,456,0,11.0,0.0,1.1,67.8,52.89802,12.840303901073518,3,7,월,봄,0
2016-03-08,N,밥,차돌박이찌개,고등어김치말이,1026,2624,2365,212,426,0,8.0,3.3,1.3,65.1,48.62662,9.542536739769194,3,8,화,봄,0
2016-03-09,N,밥,북어국,돈육장조림,901,2624,2356,225,0,0,5.2,6.8,1.3,56.6,45.331968,6.64454043438883,3,9,수,봄,0
2016-03-10,N,밥,고추장찌개,닭데리야끼조림,847,2624,2324,245,290,0,3.0,0.0,2.1,33.0,44.9911,3.5208162821164457,3,10,목,봄,0
2016-03-11,N,밥,배추된장국,수제돈가스,728,2624,2241,275,76,0,2.0,0.0,1.5,34.1,43.71888,3.077076404874828,3,11,금,봄,0
2016-03-14,N,밥,어묵국,돈육고추장볶음,1286,2624,2380,183,376,0,5.5,0.0,1.4,50.5,46.283225,6.840732931235303,3,14,월,봄,0
2016-03-15,N,밥,쑥국,소불고기,958,2624,2355,231,399,0,5.9,0.0,1.0,49.1,46.925631,7.7562000000000015,3,15,화,봄,0
2016-03-16,N,곤드레밥,콩나물김치국,미니채소떡갈비,998,2624,2361,213,0,0,8.4,0.0,1.2,53.1,49.926496,10.063224888419624,3,16,수,봄,0
2016-03-17,N,밥,사골우거지국,탕수어,832,2624,2330,242,327,0,9.3,0.0,1.1,55.3,51.016571,11.099346113318452,3,17,목,봄,0
2016-03-18,N,밥,시금치국,훈제오리구이,757,2624,2229,277,57,0,9.8,27.6,0.5,89.3,50.131986,12.512063861653775,3,18,금,봄,0
2016-03-21,N,밥,꽃게탕,버섯불고기,1030,2624,2354,205,329,0,9.3,0.0,1.1,62.5,50.649875,11.099346113318452,3,21,월,봄,0
2016-03-22,N,밥,쇠고기샤브국,코다리강정,917,2624,2375,208,378,0,9.6,0.0,1.0,64.5,50.98258,11.522799999999998,3,22,화,봄,0
2016-03-23,N,콩나물밥*달래장,맑은국,치킨텐더*요거트D,963,2624,2346,236,0,0,10.5,0.0,1.3,52.3,52.762685000000005,12.130033441001665,3,23,수,봄,0
2016-03-24,N,밥,북어계란국,쇠고기장조림,876,2624,2320,251,293,0,8.3,0.0,2.0,45.6,50.249152,9.25183134715763,3,24,목,봄,0
2016-03-25,N,밥,닭개장,자반고등어구이,861,2624,2251,275,59,0,6.8,2.8,1.2,70.8,46.449856,8.415645948351134,3,25,금,봄,0
2016-03-28,N,밥,얼갈이된장국,닭갈비,1193,2624,2350,197,299,0,8.4,0.0,1.0,49.9,50.117984,10.301200000000003,3,28,월,봄,0
2016-03-29,N,밥,옹심이만두국,주꾸미볶음,892,2624,2327,245,259,0,10.7,0.0,1.8,60.0,52.7428,11.93976120016332,3,29,화,봄,0
2016-03-30,N,봄새싹비빔밥,쪽파국,오징어튀김,1033,2624,2346,230,0,0,13.8,0.0,1.3,53.6,57.136032,15.545529086628523,3,30,수,봄,0
2016-03-31,N,밥,매운콩나물국,돈육굴소스볶음,781,2624,2340,248,158,0,12.0,0.0,0.9,61.9,54.52202,14.076528749931644,3,31,목,봄,0
2016-04-01,N,밥,버섯들깨탕,갈치조림,661,2643,2286,254,47,0,13.6,0.0,1.1,57.3,56.836972,15.502945223522447,4,1,금,봄,0
2016-04-04,N,밥,순두부찌개,쇠불고기,1237,2643,2360,221,367,0,11.2,2.6,1.0,81.9,52.741372,13.151600000000002,4,4,월,봄,0
2016-04-05,N,밥,북어국,오징어볶음*소면,840,2643,2370,242,370,0,12.4,0.0,0.9,66.8,54.991968,14.48107753097533,4,5,화,봄,0
2016-04-06,N,밥,올갱이아욱국,제육볶음,876,2643,2357,249,0,0,11.8,26.1,1.0,64.9,54.158918,13.762400000000005,4,6,수,봄,0
2016-04-07,N,밥,어묵국,매운돼지갈비찜,853,2643,2338,258,339,0,12.2,28.7,0.7,82.5,54.34885,14.531969864414252,4,7,목,봄,0
2016-04-08,N,밥,배추된장국,순살양념치킨,764,2643,2273,283,64,0,15.0,0.0,1.0,60.3,58.78165,17.020000000000003,4,8,금,봄,0
2016-04-11,N,밥,시래기국,훈제오리구이,1225,2643,2358,203,392,0,10.8,0.0,1.7,66.0,52.66672,12.116358783408192,4,11,월,봄,0
2016-04-12,N,밥,부대찌개,쇠고기단호박조림,771,2643,2342,225,239,0,11.5,3.1,1.2,58.6,53.90681,13.255409084802316,4,12,화,봄,1
2016-04-14,N,밥,수제비국,돈육굴소스볶음,969,2643,2285,252,326,0,17.1,0.0,1.3,57.6,61.665304000000006,18.961024732255385,4,14,목,봄,0
2016-04-15,N,밥,냉이된장찌개,닭데리야끼조림,579,2643,2231,281,82,0,12.9,0.0,1.2,59.3,55.842303,14.69704065736224,4,15,금,봄,0
2016-04-18,N,밥,배추된장국,돈육강정,1120,2643,2337,225,330,0,14.4,0.0,1.7,43.0,57.94508,15.90763893699085,4,18,월,봄,0
2016-04-19,N,밥,육개장,꽁치한마리구이,980,2643,2360,239,387,0,13.5,0.0,1.8,46.5,56.800225,14.899638170970368,4,19,화,봄,0
2016-04-20,N,콩나물밥,근대된장국,매콤떡갈비조림,849,2643,2334,262,0,0,13.5,0.0,1.2,58.8,56.68522,15.314882759887922,4,20,수,봄,0
2016-04-21,N,밥,대구매운탕,쇠고기볶음,940,2643,2313,264,312,0,13.8,33.2,0.7,89.0,56.91018,16.125579599748125,4,21,목,봄,0
2016-04-22,N,밥,북어국,등갈비김치찜,698,2643,2218,275,86,0,17.0,0.0,1.3,70.9,61.86377,18.857524864206084,4,22,금,봄,0
2016-04-25,N,밥,콩나물국,돈간장불고기,1227,2643,2346,201,281,0,15.4,0.0,1.1,51.6,59.262136,17.346312292910167,4,25,월,봄,0
2016-04-26,N,밥,쇠고기무국,주꾸미볶음,795,2643,2365,227,304,0,16.3,1.2,1.2,61.4,60.630918,18.198145905007777,4,26,화,봄,0
2016-04-27,N,나물비빔밥,미소장국,궁중떡찜,1028,2643,2338,234,0,0,11.4,42.9,1.9,84.5,52.98717,12.614347915124108,4,27,수,봄,0
2016-04-28,N,밥,미역국,양념파닭,811,2643,2318,269,196,0,14.1,5.0,0.9,77.1,57.458089,16.20040985041099,4,28,목,봄,0
2016-04-29,N,밥,돈육김치찌개,미트볼조림,652,2643,2222,282,28,0,15.0,0.0,1.3,63.3,58.79815,16.78752750322011,4,29,금,봄,0
2016-05-02,N,밥,시금치국,닭갈비,1242,2635,2341,214,302,0,17.8,0.0,1.5,74.8,63.202856,19.58136802313905,5,2,월,봄,0
2016-05-03,N,곤드레밥,무채국,모둠장조림,964,2635,2319,251,292,0,16.6,80.6,4.4,66.6,61.167244,17.367920921512425,5,3,화,봄,0
2016-05-04,N,밥,쇠고기샤브국,오징어볶음,723,2635,2241,244,0,0,17.8,0.0,4.2,32.4,61.794328,18.757336354998326,5,4,수,봄,1
2016-05-09,N,밥,매운어묵국,훈제오리구이,1216,2635,2301,233,344,0,17.6,0.0,0.8,54.9,62.271076,19.820827180218295,5,9,월,봄,0
2016-05-10,N,밥,콩나물국,버섯불고기,1008,2635,2330,252,350,0,14.4,31.3,1.0,86.0,57.92616,16.409200000000002,5,10,화,봄,0
2016-05-11,N,단호박영양밥,시래기된장국,돈육칠리강정,915,2635,2309,266,0,0,15.8,0.1,1.1,72.3,60.068266,17.755949419440775,5,11,수,봄,0
2016-05-12,N,밥,오징어국,찜닭,753,2635,2290,274,315,0,17.6,0.0,1.5,63.4,62.536616,19.372452939363555,5,12,목,봄,0
2016-05-13,N,밥,된장찌개,매운돼지갈비찜,761,2635,2182,268,80,0,16.2,0.0,1.2,71.8,60.669884,18.095172221253492,5,13,금,봄,0
2016-05-16,N,밥,감자고추장찌개,돈육굴소스볶음,1180,2635,2320,216,368,0,15.1,6.0,1.8,58.1,58.908069,16.590996440002964,5,16,월,봄,0
2016-05-17,N,밥,들깨버섯탕,고등어김치말이,899,2635,2340,254,377,0,16.4,0.0,1.0,53.8,60.625568,18.4452,5,17,화,봄,0
2016-05-18,N,산채비빔밥,미소장국,치킨핑거,856,2635,2307,257,0,0,19.3,0.0,1.0,56.8,64.663376,21.3974,5,18,수,봄,0
2016-05-19,N,밥,열무된장국,미니채소떡갈비,898,2635,2304,266,264,0,19.0,0.0,0.9,58.6,64.33286000000001,21.156132418196123,5,19,목,봄,0
2016-05-20,N,밥,순두부찌개,닭오븐구이,653,2635,2179,287,56,0,19.3,0.0,1.0,55.4,64.596078,21.3974,5,20,금,봄,0
2016-05-23,N,밥,북어콩나물국,쇠고기불고기,1160,2635,2344,203,362,0,19.8,0.0,1.1,56.8,65.349536,21.852320684746815,5,23,월,봄,0
2016-05-24,N,밥,한방갈비탕,꼬지삼색전,1107,2635,2327,234,310,0,18.7,25.6,1.1,86.5,65.09124499999999,20.72581858678765,5,24,화,봄,0
2016-05-25,N,낙지볶음밥,미역장국,탕수어,938,2635,2305,258,0,0,19.3,0.0,0.9,68.1,65.206567,21.459544003978888,5,25,수,봄,0
2016-05-26,N,밥,쇠고기해장국,갈치구이,783,2635,2286,285,227,0,20.6,0.0,0.9,64.9,66.941006,22.774327542370862,5,26,목,봄,0
2016-05-27,N,밥,배추된장국,닭양념조림,660,2635,2181,291,61,0,22.5,0.0,1.1,56.8,69.0548,24.61737128882839,5,27,금,봄,0
2016-05-30,N,밥,콩나물김치국,누룽지탕수육,1231,2635,2347,215,291,0,21.5,0.0,1.1,58.9,67.829165,23.593278472501883,5,30,월,봄,0
2016-05-31,N,밥,근대된장국,닭갈비,921,2635,2335,250,185,0,21.2,0.0,0.8,62.4,67.64531199999999,23.435563787139785,5,31,화,봄,0
2016-06-01,N,열무비빔밥,강된장찌개,오징어튀김,916,2637,2317,245,0,0,20.4,0.0,1.4,57.4,66.208304,22.335702319618633,6,1,수,여름,0
2016-06-02,N,밥,오이미역냉국,모둠장조림,850,2637,2298,258,301,0,18.9,0.0,1.2,56.0,64.07916,20.87546168261906,6,2,목,여름,0
2016-06-03,N,밥,차돌박이찌개,찜닭,721,2637,2178,268,64,0,20.7,0.0,1.2,54.5,66.442185,22.728987990196114,6,3,금,여름,1
2016-06-07,N,밥,북어계란국,돈육굴소스볶음,1244,2637,2330,192,389,0,21.1,0.0,1.0,76.9,68.457941,23.229800000000004,6,7,화,여름,0
2016-06-08,N,밥,참치김치찌개,순살깐풍기,931,2637,2339,240,0,0,21.2,0.0,0.9,80.0,68.82239999999999,23.381150713936385,6,8,수,여름,0
2016-06-09,N,밥,매운콩나물국,돼지갈비찜,829,2637,2316,252,359,0,21.7,0.0,1.1,76.9,69.400727,23.798097035767185,6,9,목,여름,0
2016-06-10,N,밥,된장찌개,오징어볶음,697,2637,2216,270,61,0,22.5,0.0,1.2,71.5,70.227125,24.58251429777316,6,10,금,여름,0
2016-06-13,N,밥,북어콩나물국,제육볶음,1243,2637,2330,209,415,0,23.2,0.0,1.3,73.4,71.454312,25.27451668326261,6,13,월,여름,0
2016-06-14,N,밥,배추된장국,닭양념조림,973,2637,2340,241,432,0,23.0,0.0,1.6,70.4,70.89287999999999,24.98823510537759,6,14,화,여름,0
2016-06-15,N,카레덮밥,맑은국,떡갈비조림,984,2637,2317,260,0,0,21.9,0.0,1.3,78.6,69.84046599999999,23.92901839862173,6,15,수,여름,0
2016-06-16,N,밥,부대찌개,가자미양념찜,800,2637,2301,263,336,0,23.8,0.0,1.4,65.6,71.653872,25.871467146498055,6,16,목,여름,0
2016-06-17,N,밥,꽃게탕,돈육강정,694,2637,2181,291,60,0,22.4,0.0,1.2,62.9,69.398004,24.47954061401888,6,17,금,여름,0
2016-06-20,N,밥,어묵국,레몬탕수육,1146,2637,2279,257,344,0,22.8,5.2,1.0,84.6,71.76611199999999,24.9604,6,20,월,여름,0
2016-06-21,N,밥,대구찌개,간장치킨,1091,2637,2340,248,349,0,22.6,2.0,0.8,86.0,71.54964000000001,24.84129468983147,6,21,화,여름,0
2016-06-22,N,밥,시래기국,돈삼겹보쌈,1022,2637,2332,258,0,0,21.5,11.8,0.7,88.3,69.882755,23.794826451042397,6,22,수,여름,0
2016-06-23,N,밥,쇠고기무국,매콤낙지볶음,877,2637,2313,271,346,0,23.7,0.0,1.1,71.6,72.05770799999999,25.84628266842021,6,23,목,여름,0
2016-06-24,N,밥,도토리묵냉국,목살데리야끼구이,805,2637,2184,284,52,0,22.5,73.6,1.3,79.9,70.897025,24.55001760691752,6,24,금,여름,0
2016-06-27,N,밥,배추된장국,훈제오리구이,1142,2637,2314,227,300,0,20.4,0.1,0.7,81.8,67.646928,22.699219758000357,6,27,월,여름,0
2016-06-28,N,밥,육개장,고등어구이,917,2637,2321,253,226,0,21.3,0.0,0.9,73.0,68.50751,23.48228790919731,6,28,화,여름,0
2016-06-29,N,밥,콩나물국,간장돼지갈비찜,820,2637,2322,248,0,0,21.6,1.7,1.0,78.4,69.349856,23.738800000000005,6,29,수,여름,0
2016-06-30,N,밥,버섯들깨찌개,닭오븐구이,886,2637,2314,247,151,0,23.5,0.0,1.4,78.3,72.354595,25.55948789706752,6,30,목,여름,0
2016-07-01,N,밥,수제비국,유자청제육볶음,879,2643,2283,215,41,0,23.9,43.1,1.4,84.6,73.578406,25.975460229641563,7,1,금,여름,0
2016-07-04,N,밥,감자고추장찌개,버섯불고기,1292,2643,2365,190,385,0,23.8,0.5,0.6,88.3,73.75634600000001,26.130127702608597,7,4,월,여름,0
2016-07-05,N,밥,쇠고기미역국,꽁치김치말이찜,952,2643,2362,226,376,0,26.5,0.1,1.8,80.9,77.420415,28.641924106860227,7,5,화,여름,0
2016-07-06,N,곤드레밥,가쯔오장국,닭강정,939,2643,2363,224,0,0,26.4,9.3,1.5,78.6,76.987096,28.564716625485396,7,6,수,여름,0
2016-07-07,N,밥,된장찌개,갈치조림,857,2643,2341,238,340,0,25.9,0.0,1.0,78.1,76.136321,28.116200000000003,7,7,목,여름,0
2016-07-08,N,밥,우무묵냉국,갈릭돈까스,863,2643,2228,260,60,0,25.5,0.0,1.3,74.9,75.152805,27.655013648396483,7,8,금,여름,0
2016-07-11,N,밥,호박잎찌개,돈육굴소스볶음,1115,2643,2312,210,366,0,24.4,2.2,0.8,84.9,74.43174400000001,26.648662993292213,7,11,월,여름,0
2016-07-12,N,밥,건새우아욱국,순살파닭,919,2643,2348,223,382,0,24.2,4.2,1.0,86.8,74.285144,26.385600000000004,7,12,화,여름,0
2016-07-13,N,나물비빔밥,오이냉국,사천식탕수육,866,2643,2323,241,0,0,25.8,0.0,0.9,80.1,76.202842,28.033461695938755,7,13,수,여름,0
2016-07-14,N,밥,배추된장국,매운주꾸미볶음,781,2643,2307,252,308,0,26.7,0.0,1.3,67.1,76.068243,28.89701206498807,7,14,목,여름,0
2016-07-15,N,밥,북어계란국,등갈비김치찜,867,2643,2193,261,55,0,25.0,0.0,1.3,64.9,73.33205000000001,27.13751430814999,7,15,금,여름,0
2016-07-18,N,밥,순두부찌개,돈육떡강정,1158,2643,2309,208,343,0,24.3,0.0,0.9,72.6,73.06658200000001,26.51640376702494,7,18,월,여름,0
2016-07-19,N,밥,시래기국,목살데리야끼,888,2643,2299,233,263,0,24.7,0.0,0.9,74.5,73.87098499999999,26.92095254806862,7,19,화,여름,0
2016-07-20,N,밥,사골우거지탕,미트볼조림,844,2643,2281,238,0,0,24.5,0.0,0.9,67.8,72.89448999999999,26.718678157546783,7,20,수,여름,0
2016-07-21,N,밥,우묵콩국,고추장불고기,733,2643,2273,255,263,0,24.3,0.0,1.0,71.8,72.98852600000001,26.487400000000004,7,21,목,여름,0
2016-07-22,N,참치회덮밥,미소장국,고구마치즈구이,661,2643,2120,272,47,0,24.0,0.0,0.8,75.5,72.8823,26.247025592523165,7,22,금,여름,0
2016-07-25,N,밥,쇠고기미역국,불닭볶음,1086,2643,2186,180,247,0,28.0,28.4,1.2,76.4,79.23288,30.246066904258583,7,25,월,여름,0
2016-07-26,N,밥,청국장찌개,미니채소떡갈비,927,2643,2198,185,269,0,28.0,0.0,1.4,74.5,78.9779,30.23917663852557,7,26,화,여름,0
2016-07-27,N,밥,시금치국,동파삼겹수육,872,2643,2152,192,0,0,28.6,0.0,1.5,71.6,79.500024,30.86278254701586,7,27,수,여름,0
2016-07-28,N,밥,꽃게탕,훈제오리냉채,816,2643,2099,204,197,0,28.7,0.0,1.6,73.6,79.934168,30.96734585858416,7,28,목,여름,0
2016-07-29,N,연복풍덮밥,도토리묵냉국,꽁치오븐구이,671,2643,1950,207,36,0,28.6,0.0,1.4,74.6,79.920444,30.86313513738664,7,29,금,여름,0
2016-08-01,N,밥,부대찌개*라면사리,갈치구이,1055,2644,2023,109,238,0,26.8,1.6,1.0,73.9,77.047448,29.03240000000001,8,1,월,여름,0
2016-08-02,N,열무보리비빔밥,팽이장국,꽃맛살볶음,829,2644,2017,167,268,0,25.9,10.2,1.0,78.9,76.227049,28.116200000000003,8,2,화,여름,0
2016-08-03,N,밥,버섯들깨탕,레몬탕수육,802,2644,1976,183,0,0,26.1,0.5,0.9,78.3,76.476037,28.33687328172152,8,3,수,여름,0
2016-08-04,N,밥,복숭아미역냉국,닭데리야끼조림,671,2644,1977,200,262,0,27.1,0.0,1.2,73.6,77.47234399999999,29.319303750470063,8,4,목,여름,0
2016-08-05,N,밥,된장찌개,매콤돼지갈비찜,641,2644,1894,212,46,0,27.7,0.0,1.2,69.8,77.89685399999999,29.93714585299574,8,5,금,여름,0
2016-08-08,N,밥,호박잎된장국,유자청제육볶음,1038,2644,2043,180,255,0,27.5,0.4,1.0,73.0,78.01025,29.745000000000005,8,8,월,여름,0
2016-08-09,N,밥,콩나물국,미니함박조림,874,2644,2070,182,286,0,27.4,0.0,1.0,73.8,77.959588,29.6432,8,9,화,여름,0
2016-08-10,N,밥,사과오이냉국,장어강정,842,2644,2045,188,0,0,29.1,0.0,1.1,67.0,79.59203,31.37638387658336,8,10,수,여름,0
2016-08-11,N,밥,시래기국,삼겹살오븐구이,845,2644,2029,202,295,0,29.9,0.0,1.0,67.1,80.78597099999999,32.1882,8,11,목,여름,0
2016-08-12,N,불고기덮밥,맑은국,새우까스&탈탈소스,708,2644,1842,215,60,0,30.5,0.0,1.1,66.3,81.543385,32.810113819440474,8,12,금,여름,1
2016-08-16,N,밥,닭곰탕,고등어조림,1023,2644,2115,177,351,0,27.1,0.0,0.8,76.0,77.77304000000001,29.359715448483335,8,16,화,여름,0
2016-08-17,N,밥,대구매운탕,오징어볶음,924,2644,2142,191,0,0,26.8,13.9,0.9,78.3,77.585656,29.04483364854797,8,17,수,여름,0
2016-08-18,N,밥,열무된장국,갈릭돈가스,943,2644,2155,215,364,0,27.2,0.0,1.0,71.6,77.373648,29.4396,8,18,목,여름,0
2016-08-19,N,단호박영양밥,도토리묵냉국,소고기숙주볶음,754,2644,2062,237,59,0,27.5,0.0,0.9,68.9,77.480325,29.752794015374413,8,19,금,여름,0
2016-08-22,N,밥,꽃게탕,고추잡채*꽃빵,1266,2644,2370,159,458,0,28.4,0.2,1.2,65.3,78.32584800000001,30.657961639275705,8,22,월,여름,0
2016-08-23,N,밥,배추된장국,칠리탕수육,1145,2644,2347,211,386,0,26.8,1.1,0.9,73.0,76.93736,29.04483364854797,8,23,화,여름,0
2016-08-24,N,밥,해물된장찌개,닭볶음,941,2644,2322,209,0,0,26.9,0.0,1.3,59.0,75.36429,29.104011801086664,8,24,수,여름,0
2016-08-25,N,밥,육개장,동태무조림,885,2644,2280,241,308,0,26.6,0.0,1.0,69.0,76.14946,28.828800000000008,8,25,목,여름,0
2016-08-26,N,밥,떡국,마늘치킨,813,2644,2181,269,70,0,22.1,3.8,1.1,80.6,70.309674,24.20773416229779,8,26,금,여름,0
2016-08-29,N,밥,순두부찌개,소불고기,1258,2644,2310,202,352,0,21.1,0.1,1.8,61.1,67.416879,22.93358994887521,8,29,월,여름,0
2016-08-30,N,밥,버섯매운탕,갈치구이,901,2644,2306,242,268,0,22.0,0.0,2.1,55.1,68.24148,23.812363410319943,8,30,화,여름,0
2016-08-31,N,낙지비빔밥,가쯔오장국,계란말이,915,2644,2310,236,0,0,24.8,0.0,4.3,43.6,70.857872,26.59243789006944,8,31,수,여름,0
2016-09-01,N,밥,오징어국,목살데리야끼,953,2769,2420,250,336,0,25.0,20.8,1.8,64.3,73.26935,27.056275729642163,9,1,목,가을,0
2016-09-02,N,밥,시래기된장국,닭찜,832,2769,2313,279,76,0,19.2,76.4,0.8,89.8,66.079784,21.427376783294513,9,2,금,가을,0
2016-09-05,N,밥,쇠고기샤브국,오징어볶음,1164,2769,2444,225,447,0,24.9,0.5,0.6,82.9,75.04997900000001,27.21569812753347,9,5,월,가을,0
2016-09-06,N,밥,부대찌개,가자미카레튀김,784,2769,2457,253,477,0,24.2,0.0,0.7,81.4,73.763612,26.484042879418304,9,6,화,가을,0
2016-09-07,N,곤드레밥,두부맑은국,돈육떡강정,926,2769,2463,241,0,0,23.6,0.0,0.6,79.5,72.62188,25.932751261713165,9,7,수,가을,0
2016-09-08,N,밥,된장찌개,오리고추장볶음,758,2769,2445,255,438,0,23.3,0.0,0.8,68.1,71.143327,25.54416014117732,9,8,목,가을,0
2016-09-09,N,밥,황태맑은국,유린기,682,2769,2344,288,86,0,23.1,0.0,0.8,74.0,71.35206,25.34334144079279,9,9,금,가을,0
2016-09-12,N,밥,시래기국,닭볶음,924,2769,2265,176,306,0,20.3,8.5,0.7,84.9,67.664653,22.59961914954199,9,12,월,가을,0
2016-09-13,N,밥,토란국,매운돼지갈비찜,820,2769,2150,108,52,0,21.8,0.0,0.9,74.6,69.390372,23.987973885501916,9,13,화,가을,1
2016-09-19,N,밥,어묵국,오리훈제고추장볶음,1271,2769,2422,180,550,0,20.7,0.0,2.3,62.5,66.937625,22.37178244326673,9,19,월,가을,0
2016-09-20,N,밥,얼갈이된장국,레몬탕수육,1039,2769,2473,227,588,0,18.9,0.0,2.2,57.0,64.12326999999999,20.469028653608603,9,20,화,가을,0
2016-09-21,N,열무비빔밥,팽이장국,너비아니구이,1068,2769,2465,246,0,0,18.0,0.0,1.0,68.4,63.287679999999995,20.074000000000005,9,21,수,가을,0
2016-09-22,N,밥,쇠고기무국,임연수찜,891,2769,2379,253,403,0,19.0,0.0,0.7,75.0,65.0725,21.304811239583216,9,22,목,가을,0
2016-09-23,N,밥,오징어국,소고기숙주볶음,716,2769,2326,278,99,0,19.8,0.0,0.8,74.1,66.266782,22.029832884448098,9,23,금,가을,0
2016-09-26,N,밥,아욱된장국,유자청돈육볶음,1185,2769,2475,224,494,0,21.7,3.8,0.5,82.4,69.795792,24.13095540506677,9,26,월,가을,0
2016-09-27,N,밥,느타리버섯국,간장파닭,1033,2769,2480,233,380,0,24.1,0.0,0.8,82.0,73.65938,26.34743494271543,9,27,화,가을,0
2016-09-28,N,카레덮밥,맑은국,샐러드파스타,1128,2769,2494,225,0,0,22.0,16.7,0.5,90.0,70.852,24.423868637253655,9,28,수,가을,0
2016-09-29,N,밥,된장찌개,돈육장조림,1044,2769,2389,227,331,0,18.7,4.0,0.8,86.4,65.087032,20.925330032333193,9,29,목,가을,0
2016-09-30,N,밥,우거지해장국,꽁치한마리구이,843,2769,2355,256,59,0,17.0,30.7,0.7,88.5,62.30905,19.31279907041587,9,30,금,가을,1
2016-10-04,N,밥,배추된장국,버섯불고기,1262,2670,2372,239,1035,0,21.8,1.9,1.3,72.1,69.20832200000001,23.82551853057243,10,4,화,가을,0
2016-10-05,N,밥,차돌박이찌개,매운주꾸미볶음,1336,2670,2401,228,0,0,20.0,82.2,2.2,81.4,66.977,21.647471606726675,10,5,수,가을,0
2016-10-06,N,밥,미역국,한방소갈비찜,1196,2670,2369,245,378,0,18.9,0.0,0.7,68.5,64.630535,21.20521063112485,10,6,목,가을,0
2016-10-07,N,밥,대구매운탕,표고돈육탕수,843,2670,2274,252,80,0,18.3,1.6,0.7,79.9,64.17278300000001,20.607606980374648,10,7,금,가을,0
