datetime,new_dn,dn_rice,dn_soup,dn_main,dn_eater,workers,real-in-worker,biztrip,overtime,remote-work,temperature,rain,wind,humidity,discomfort_index,perceived-temperature,month,date,weekdays,season,near-holiday
2016-02-05,N,밥,차돌박이찌개,닭갈비,330,2601,2142,181,34,0,1.3,0.0,44.4,,,-5.987636413715075,2,5,금,겨울,1
2016-02-11,N,참치회덮밥,맑은국,군만두,550,2601,2075,143,417,0,6.1,0.0,57.1,,,-0.18704696945434576,2,11,목,겨울,0
2016-02-11,N,참치회덮밥,맑은국,군만두,550,2601,2075,143,417,0,6.1,0.0,57.1,,,-0.18704696945434576,2,11,목,겨울,0
2016-02-11,N,참치회덮밥,맑은국,군만두,550,2601,2075,143,417,0,6.1,0.0,57.1,,,-0.18704696945434576,2,11,목,겨울,0
2016-02-11,N,참치회덮밥,맑은국,군만두,550,2601,2075,143,417,0,6.1,0.0,57.1,,,-0.18704696945434576,2,11,목,겨울,0
2016-02-11,N,참치회덮밥,맑은국,군만두,550,2601,2075,143,417,0,6.1,0.0,57.1,,,-0.18704696945434576,2,11,목,겨울,0
2016-02-11,N,참치회덮밥,맑은국,군만두,550,2601,2075,143,417,0,6.1,0.0,57.1,,,-0.18704696945434576,2,11,목,겨울,0
2016-02-11,N,참치회덮밥,맑은국,군만두,550,2601,2075,143,417,0,6.1,0.0,57.1,,,-0.18704696945434576,2,11,목,겨울,0
2016-02-11,N,참치회덮밥,맑은국,군만두,550,2601,2075,143,417,0,6.1,0.0,57.1,,,-0.18704696945434576,2,11,목,겨울,0
2016-02-11,N,참치회덮밥,맑은국,군만두,550,2601,2075,143,417,0,6.1,0.0,57.1,,,-0.18704696945434576,2,11,목,겨울,0
2016-02-11,N,참치회덮밥,맑은국,군만두,550,2601,2075,143,417,0,6.1,0.0,57.1,,,-0.18704696945434576,2,11,목,겨울,0
2016-02-11,N,참치회덮밥,맑은국,군만두,550,2601,2075,143,417,0,6.1,0.0,57.1,,,-0.18704696945434576,2,11,목,겨울,0
2016-02-11,N,참치회덮밥,맑은국,군만두,550,2601,2075,143,417,0,6.1,0.0,57.1,,,-0.18704696945434576,2,11,목,겨울,0
2016-02-12,N,밥,김치콩나물국,미니함박,598,2601,2056,156,93,0,9.2,62.8,88.0,,,3.0304789889147665,2,12,금,겨울,0
2016-02-12,N,밥,김치콩나물국,미니함박,598,2601,2056,156,93,0,9.2,62.8,88.0,,,3.0304789889147665,2,12,금,겨울,0
2016-02-12,N,밥,김치콩나물국,미니함박,598,2601,2056,156,93,0,9.2,62.8,88.0,,,3.0304789889147665,2,12,금,겨울,0
2016-02-12,N,밥,김치콩나물국,미니함박,598,2601,2056,156,93,0,9.2,62.8,88.0,,,3.0304789889147665,2,12,금,겨울,0
2016-02-12,N,밥,김치콩나물국,미니함박,598,2601,2056,156,93,0,9.2,62.8,88.0,,,3.0304789889147665,2,12,금,겨울,0
2016-02-12,N,밥,김치콩나물국,미니함박,598,2601,2056,156,93,0,9.2,62.8,88.0,,,3.0304789889147665,2,12,금,겨울,0
2016-02-12,N,밥,김치콩나물국,미니함박,598,2601,2056,156,93,0,9.2,62.8,88.0,,,3.0304789889147665,2,12,금,겨울,0
2016-02-12,N,밥,김치콩나물국,미니함박,598,2601,2056,156,93,0,9.2,62.8,88.0,,,3.0304789889147665,2,12,금,겨울,0
2016-02-12,N,밥,김치콩나물국,미니함박,598,2601,2056,156,93,0,9.2,62.8,88.0,,,3.0304789889147665,2,12,금,겨울,0
2016-02-12,N,밥,김치콩나물국,미니함박,598,2601,2056,156,93,0,9.2,62.8,88.0,,,3.0304789889147665,2,12,금,겨울,0
2016-02-12,N,밥,김치콩나물국,미니함박,598,2601,2056,156,93,0,9.2,62.8,88.0,,,3.0304789889147665,2,12,금,겨울,0
2016-02-12,N,밥,김치콩나물국,미니함박,598,2601,2056,156,93,0,9.2,62.8,88.0,,,3.0304789889147665,2,12,금,겨울,0
2016-02-15,N,밥,홍합미역국,등갈비김치찜,672,2601,2310,204,482,0,-1.5,0.0,38.4,,,-9.260735147845338,2,15,월,겨울,0
2016-02-15,N,밥,홍합미역국,등갈비김치찜,672,2601,2310,204,482,0,-1.5,0.0,38.4,,,-9.260735147845338,2,15,월,겨울,0
2016-02-15,N,밥,홍합미역국,등갈비김치찜,672,2601,2310,204,482,0,-1.5,0.0,38.4,,,-9.260735147845338,2,15,월,겨울,0
2016-02-15,N,밥,홍합미역국,등갈비김치찜,672,2601,2310,204,482,0,-1.5,0.0,38.4,,,-9.260735147845338,2,15,월,겨울,0
2016-02-15,N,밥,홍합미역국,등갈비김치찜,672,2601,2310,204,482,0,-1.5,0.0,38.4,,,-9.260735147845338,2,15,월,겨울,0
2016-02-15,N,밥,홍합미역국,등갈비김치찜,672,2601,2310,204,482,0,-1.5,0.0,38.4,,,-9.260735147845338,2,15,월,겨울,0
2016-02-15,N,밥,홍합미역국,등갈비김치찜,672,2601,2310,204,482,0,-1.5,0.0,38.4,,,-9.260735147845338,2,15,월,겨울,0
2016-02-15,N,밥,홍합미역국,등갈비김치찜,672,2601,2310,204,482,0,-1.5,0.0,38.4,,,-9.260735147845338,2,15,월,겨울,0
2016-02-15,N,밥,홍합미역국,등갈비김치찜,672,2601,2310,204,482,0,-1.5,0.0,38.4,,,-9.260735147845338,2,15,월,겨울,0
2016-02-15,N,밥,홍합미역국,등갈비김치찜,672,2601,2310,204,482,0,-1.5,0.0,38.4,,,-9.260735147845338,2,15,월,겨울,0
2016-02-15,N,밥,홍합미역국,등갈비김치찜,672,2601,2310,204,482,0,-1.5,0.0,38.4,,,-9.260735147845338,2,15,월,겨울,0
2016-02-15,N,밥,홍합미역국,등갈비김치찜,672,2601,2310,204,482,0,-1.5,0.0,38.4,,,-9.260735147845338,2,15,월,겨울,0
2016-02-16,N,밥,된장찌개,쇠불고기,523,2601,2293,236,526,0,0.2,0.0,59.6,,,-8.470721799170528,2,16,화,겨울,0
2016-02-16,N,밥,된장찌개,쇠불고기,523,2601,2293,236,526,0,0.2,0.0,59.6,,,-8.470721799170528,2,16,화,겨울,0
2016-02-16,N,밥,된장찌개,쇠불고기,523,2601,2293,236,526,0,0.2,0.0,59.6,,,-8.470721799170528,2,16,화,겨울,0
2016-02-16,N,밥,된장찌개,쇠불고기,523,2601,2293,236,526,0,0.2,0.0,59.6,,,-8.470721799170528,2,16,화,겨울,0
2016-02-16,N,밥,된장찌개,쇠불고기,523,2601,2293,236,526,0,0.2,0.0,59.6,,,-8.470721799170528,2,16,화,겨울,0
2016-02-16,N,밥,된장찌개,쇠불고기,523,2601,2293,236,526,0,0.2,0.0,59.6,,,-8.470721799170528,2,16,화,겨울,0
2016-02-16,N,밥,된장찌개,쇠불고기,523,2601,2293,236,526,0,0.2,0.0,59.6,,,-8.470721799170528,2,16,화,겨울,0
2016-02-16,N,밥,된장찌개,쇠불고기,523,2601,2293,236,526,0,0.2,0.0,59.6,,,-8.470721799170528,2,16,화,겨울,0
2016-02-16,N,밥,된장찌개,쇠불고기,523,2601,2293,236,526,0,0.2,0.0,59.6,,,-8.470721799170528,2,16,화,겨울,0
2016-02-16,N,밥,된장찌개,쇠불고기,523,2601,2293,236,526,0,0.2,0.0,59.6,,,-8.470721799170528,2,16,화,겨울,0
2016-02-16,N,밥,된장찌개,쇠불고기,523,2601,2293,236,526,0,0.2,0.0,59.6,,,-8.470721799170528,2,16,화,겨울,0
2016-02-16,N,밥,된장찌개,쇠불고기,523,2601,2293,236,526,0,0.2,0.0,59.6,,,-8.470721799170528,2,16,화,겨울,0
2016-02-17,N,볶음밥*자장소스,맑은국,새우또띠아,588,2601,2273,250,23,0,1.7,0.0,49.8,,,-5.811759198900775,2,17,수,겨울,0
2016-02-17,N,볶음밥*자장소스,맑은국,새우또띠아,588,2601,2273,250,23,0,1.7,0.0,49.8,,,-5.811759198900775,2,17,수,겨울,0
2016-02-17,N,볶음밥*자장소스,맑은국,새우또띠아,588,2601,2273,250,23,0,1.7,0.0,49.8,,,-5.811759198900775,2,17,수,겨울,0
2016-02-17,N,볶음밥*자장소스,맑은국,새우또띠아,588,2601,2273,250,23,0,1.7,0.0,49.8,,,-5.811759198900775,2,17,수,겨울,0
2016-02-17,N,볶음밥*자장소스,맑은국,새우또띠아,588,2601,2273,250,23,0,1.7,0.0,49.8,,,-5.811759198900775,2,17,수,겨울,0
2016-02-17,N,볶음밥*자장소스,맑은국,새우또띠아,588,2601,2273,250,23,0,1.7,0.0,49.8,,,-5.811759198900775,2,17,수,겨울,0
2016-02-17,N,볶음밥*자장소스,맑은국,새우또띠아,588,2601,2273,250,23,0,1.7,0.0,49.8,,,-5.811759198900775,2,17,수,겨울,0
2016-02-17,N,볶음밥*자장소스,맑은국,새우또띠아,588,2601,2273,250,23,0,1.7,0.0,49.8,,,-5.811759198900775,2,17,수,겨울,0
2016-02-17,N,볶음밥*자장소스,맑은국,새우또띠아,588,2601,2273,250,23,0,1.7,0.0,49.8,,,-5.811759198900775,2,17,수,겨울,0
2016-02-17,N,볶음밥*자장소스,맑은국,새우또띠아,588,2601,2273,250,23,0,1.7,0.0,49.8,,,-5.811759198900775,2,17,수,겨울,0
2016-02-17,N,볶음밥*자장소스,맑은국,새우또띠아,588,2601,2273,250,23,0,1.7,0.0,49.8,,,-5.811759198900775,2,17,수,겨울,0
2016-02-17,N,볶음밥*자장소스,맑은국,새우또띠아,588,2601,2273,250,23,0,1.7,0.0,49.8,,,-5.811759198900775,2,17,수,겨울,0
2016-02-18,N,밥,순두부찌개,명태조림,489,2601,2270,254,367,0,2.3,0.0,61.8,,,-5.681154965304819,2,18,목,겨울,0
2016-02-18,N,밥,순두부찌개,명태조림,489,2601,2270,254,367,0,2.3,0.0,61.8,,,-5.681154965304819,2,18,목,겨울,0
2016-02-18,N,밥,순두부찌개,명태조림,489,2601,2270,254,367,0,2.3,0.0,61.8,,,-5.681154965304819,2,18,목,겨울,0
2016-02-18,N,밥,순두부찌개,명태조림,489,2601,2270,254,367,0,2.3,0.0,61.8,,,-5.681154965304819,2,18,목,겨울,0
2016-02-18,N,밥,순두부찌개,명태조림,489,2601,2270,254,367,0,2.3,0.0,61.8,,,-5.681154965304819,2,18,목,겨울,0
2016-02-18,N,밥,순두부찌개,명태조림,489,2601,2270,254,367,0,2.3,0.0,61.8,,,-5.681154965304819,2,18,목,겨울,0
2016-02-18,N,밥,순두부찌개,명태조림,489,2601,2270,254,367,0,2.3,0.0,61.8,,,-5.681154965304819,2,18,목,겨울,0
2016-02-18,N,밥,순두부찌개,명태조림,489,2601,2270,254,367,0,2.3,0.0,61.8,,,-5.681154965304819,2,18,목,겨울,0
2016-02-18,N,밥,순두부찌개,명태조림,489,2601,2270,254,367,0,2.3,0.0,61.8,,,-5.681154965304819,2,18,목,겨울,0
2016-02-18,N,밥,순두부찌개,명태조림,489,2601,2270,254,367,0,2.3,0.0,61.8,,,-5.681154965304819,2,18,목,겨울,0
2016-02-18,N,밥,순두부찌개,명태조림,489,2601,2270,254,367,0,2.3,0.0,61.8,,,-5.681154965304819,2,18,목,겨울,0
2016-02-18,N,밥,순두부찌개,명태조림,489,2601,2270,254,367,0,2.3,0.0,61.8,,,-5.681154965304819,2,18,목,겨울,0
2016-02-19,N,밥,설렁탕,김치전,597,2601,2204,252,69,0,5.0,0.0,58.9,,,-1.7930647451124695,2,19,금,겨울,0
2016-02-19,N,밥,설렁탕,김치전,597,2601,2204,252,69,0,5.0,0.0,58.9,,,-1.7930647451124695,2,19,금,겨울,0
2016-02-19,N,밥,설렁탕,김치전,597,2601,2204,252,69,0,5.0,0.0,58.9,,,-1.7930647451124695,2,19,금,겨울,0
2016-02-19,N,밥,설렁탕,김치전,597,2601,2204,252,69,0,5.0,0.0,58.9,,,-1.7930647451124695,2,19,금,겨울,0
2016-02-19,N,밥,설렁탕,김치전,597,2601,2204,252,69,0,5.0,0.0,58.9,,,-1.7930647451124695,2,19,금,겨울,0
2016-02-19,N,밥,설렁탕,김치전,597,2601,2204,252,69,0,5.0,0.0,58.9,,,-1.7930647451124695,2,19,금,겨울,0
2016-02-19,N,밥,설렁탕,김치전,597,2601,2204,252,69,0,5.0,0.0,58.9,,,-1.7930647451124695,2,19,금,겨울,0
2016-02-19,N,밥,설렁탕,김치전,597,2601,2204,252,69,0,5.0,0.0,58.9,,,-1.7930647451124695,2,19,금,겨울,0
2016-02-19,N,밥,설렁탕,김치전,597,2601,2204,252,69,0,5.0,0.0,58.9,,,-1.7930647451124695,2,19,금,겨울,0
2016-02-19,N,밥,설렁탕,김치전,597,2601,2204,252,69,0,5.0,0.0,58.9,,,-1.7930647451124695,2,19,금,겨울,0
2016-02-19,N,밥,설렁탕,김치전,597,2601,2204,252,69,0,5.0,0.0,58.9,,,-1.7930647451124695,2,19,금,겨울,0
2016-02-19,N,밥,설렁탕,김치전,597,2601,2204,252,69,0,5.0,0.0,58.9,,,-1.7930647451124695,2,19,금,겨울,0
2016-02-22,N,밥,옹심이만두국,떡갈비조림,645,2601,2304,207,434,0,3.4,0.0,45.5,,,-3.2269081504214325,2,22,월,겨울,0
2016-02-22,N,밥,옹심이만두국,떡갈비조림,645,2601,2304,207,434,0,3.4,0.0,45.5,,,-3.2269081504214325,2,22,월,겨울,0
2016-02-22,N,밥,옹심이만두국,떡갈비조림,645,2601,2304,207,434,0,3.4,0.0,45.5,,,-3.2269081504214325,2,22,월,겨울,0
2016-02-22,N,밥,옹심이만두국,떡갈비조림,645,2601,2304,207,434,0,3.4,0.0,45.5,,,-3.2269081504214325,2,22,월,겨울,0
2016-02-22,N,밥,옹심이만두국,떡갈비조림,645,2601,2304,207,434,0,3.4,0.0,45.5,,,-3.2269081504214325,2,22,월,겨울,0
2016-02-22,N,밥,옹심이만두국,떡갈비조림,645,2601,2304,207,434,0,3.4,0.0,45.5,,,-3.2269081504214325,2,22,월,겨울,0
2016-02-22,N,밥,옹심이만두국,떡갈비조림,645,2601,2304,207,434,0,3.4,0.0,45.5,,,-3.2269081504214325,2,22,월,겨울,0
2016-02-22,N,밥,옹심이만두국,떡갈비조림,645,2601,2304,207,434,0,3.4,0.0,45.5,,,-3.2269081504214325,2,22,월,겨울,0
2016-02-22,N,밥,옹심이만두국,떡갈비조림,645,2601,2304,207,434,0,3.4,0.0,45.5,,,-3.2269081504214325,2,22,월,겨울,0
2016-02-22,N,밥,옹심이만두국,떡갈비조림,645,2601,2304,207,434,0,3.4,0.0,45.5,,,-3.2269081504214325,2,22,월,겨울,0
2016-02-22,N,밥,옹심이만두국,떡갈비조림,645,2601,2304,207,434,0,3.4,0.0,45.5,,,-3.2269081504214325,2,22,월,겨울,0
2016-02-22,N,밥,옹심이만두국,떡갈비조림,645,2601,2304,207,434,0,3.4,0.0,45.5,,,-3.2269081504214325,2,22,월,겨울,0
2016-02-23,N,밥,콩비지찌개,해물까스&타르타르소스,610,2601,2307,237,488,0,5.5,0.0,39.5,,,-0.009372403722315514,2,23,화,겨울,0
2016-02-23,N,밥,콩비지찌개,해물까스&타르타르소스,610,2601,2307,237,488,0,5.5,0.0,39.5,,,-0.009372403722315514,2,23,화,겨울,0
2016-02-23,N,밥,콩비지찌개,해물까스&타르타르소스,610,2601,2307,237,488,0,5.5,0.0,39.5,,,-0.009372403722315514,2,23,화,겨울,0
2016-02-23,N,밥,콩비지찌개,해물까스&타르타르소스,610,2601,2307,237,488,0,5.5,0.0,39.5,,,-0.009372403722315514,2,23,화,겨울,0
2016-02-23,N,밥,콩비지찌개,해물까스&타르타르소스,610,2601,2307,237,488,0,5.5,0.0,39.5,,,-0.009372403722315514,2,23,화,겨울,0
2016-02-23,N,밥,콩비지찌개,해물까스&타르타르소스,610,2601,2307,237,488,0,5.5,0.0,39.5,,,-0.009372403722315514,2,23,화,겨울,0
2016-02-23,N,밥,콩비지찌개,해물까스&타르타르소스,610,2601,2307,237,488,0,5.5,0.0,39.5,,,-0.009372403722315514,2,23,화,겨울,0
2016-02-23,N,밥,콩비지찌개,해물까스&타르타르소스,610,2601,2307,237,488,0,5.5,0.0,39.5,,,-0.009372403722315514,2,23,화,겨울,0
2016-02-23,N,밥,콩비지찌개,해물까스&타르타르소스,610,2601,2307,237,488,0,5.5,0.0,39.5,,,-0.009372403722315514,2,23,화,겨울,0
2016-02-23,N,밥,콩비지찌개,해물까스&타르타르소스,610,2601,2307,237,488,0,5.5,0.0,39.5,,,-0.009372403722315514,2,23,화,겨울,0
2016-02-23,N,밥,콩비지찌개,해물까스&타르타르소스,610,2601,2307,237,488,0,5.5,0.0,39.5,,,-0.009372403722315514,2,23,화,겨울,0
2016-02-23,N,밥,콩비지찌개,해물까스&타르타르소스,610,2601,2307,237,488,0,5.5,0.0,39.5,,,-0.009372403722315514,2,23,화,겨울,0
2016-02-24,N,밥,열무된장국,매운돼지갈비찜,514,2601,2315,232,14,0,1.4,0.0,29.9,,,-4.636341734038611,2,24,수,겨울,0
2016-02-24,N,밥,열무된장국,매운돼지갈비찜,514,2601,2315,232,14,0,1.4,0.0,29.9,,,-4.636341734038611,2,24,수,겨울,0
2016-02-24,N,밥,열무된장국,매운돼지갈비찜,514,2601,2315,232,14,0,1.4,0.0,29.9,,,-4.636341734038611,2,24,수,겨울,0
2016-02-24,N,밥,열무된장국,매운돼지갈비찜,514,2601,2315,232,14,0,1.4,0.0,29.9,,,-4.636341734038611,2,24,수,겨울,0
2016-02-24,N,밥,열무된장국,매운돼지갈비찜,514,2601,2315,232,14,0,1.4,0.0,29.9,,,-4.636341734038611,2,24,수,겨울,0
2016-02-24,N,밥,열무된장국,매운돼지갈비찜,514,2601,2315,232,14,0,1.4,0.0,29.9,,,-4.636341734038611,2,24,수,겨울,0
2016-02-24,N,밥,열무된장국,매운돼지갈비찜,514,2601,2315,232,14,0,1.4,0.0,29.9,,,-4.636341734038611,2,24,수,겨울,0
2016-02-24,N,밥,열무된장국,매운돼지갈비찜,514,2601,2315,232,14,0,1.4,0.0,29.9,,,-4.636341734038611,2,24,수,겨울,0
2016-02-24,N,밥,열무된장국,매운돼지갈비찜,514,2601,2315,232,14,0,1.4,0.0,29.9,,,-4.636341734038611,2,24,수,겨울,0
2016-02-24,N,밥,열무된장국,매운돼지갈비찜,514,2601,2315,232,14,0,1.4,0.0,29.9,,,-4.636341734038611,2,24,수,겨울,0
2016-02-24,N,밥,열무된장국,매운돼지갈비찜,514,2601,2315,232,14,0,1.4,0.0,29.9,,,-4.636341734038611,2,24,수,겨울,0
